Code du département;Département;Code de la circonscription;Circonscription;Code de la commune;Commune;Bureau de vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Panneau;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Insee;Coordonnées;Nom Bureau Vote;Adresse;Code Postal;Ville;uniq_bdv
84;Vaucluse;05;5ème circonscription;032;Caseneuve;0001;383;153;39.95;230;60.05;2;0.52;0.87;3;0.78;1.3;225;58.75;97.83;5;M;LECELLIER;Cédric;DVG;1;0.26;0.44;84032;43.886717,5.484857;Mairie;Place de la mairie;84750;Caseneuve;Mairie -  Caseneuve
84;Vaucluse;05;5ème circonscription;052;Grambois;0001;984;449;45.63;535;54.37;8;0.81;1.5;3;0.30000000000000004;0.56;524;53.25;97.94;4;F;KRAFT;Sandrine;DVD;4;0.41000000000000003;0.76;84052;43.762588,5.589066;Mairie - salle du conseil municipal;2,place de la mairie;84240;Grambois;Mairie - salle du conseil municipal -  Grambois
84;Vaucluse;05;5ème circonscription;133;La Tour-d'Aigues;0003;1068;492;46.07;576;53.93;13;1.22;2.26;2;0.19;0.35000000000000003;561;52.53;97.4;3;F;THOMAS DE MALEVILLE;Marie;FN;76;7.12;13.55;84133;43.727043,5.549228;Ecole maternelle;Boulevard de la République;84240;La Tour-d'Aigues;Ecole maternelle -  La Tour-d'Aigues
84;Vaucluse;05;5ème circonscription;089;Pertuis;0007;923;491;53.2;432;46.8;6;0.65;1.3900000000000001;3;0.33;0.6900000000000001;423;45.83;97.92;5;M;LECELLIER;Cédric;DVG;6;0.65;1.42;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;018;Blauvac;0001;404;163;40.35;241;59.65;5;1.24;2.07;6;1.49;2.49;230;56.93;95.44;1;M;CHALENÇON;Christophe;DVD;2;0.5;0.87;84018;44.040518,5.214909;Mairie;9 Quartier Sain Estève;84570;Blauvac;Mairie -  Blauvac
84;Vaucluse;05;5ème circonscription;002;Ansouis;0001;880;419;47.61;461;52.39;1;0.11;0.22;14;1.589999999999999;3.04;446;50.68;96.75;6;M;PIERINI;Lucien;EXG;3;0.34;0.67;84002;43.737849,5.464846;Mairie - salle du conseil municipal;Place Saint Elzéar;84240;Ansouis;Mairie - salle du conseil municipal -  Ansouis
84;Vaucluse;05;5ème circonscription;120;Saint-Trinit;0001;114;45;39.47;69;60.53;1;0.88;1.45;1;0.88;1.45;67;58.77;97.1;11;M;VIARD;Jean;REM;19;16.67;28.36;84120;44.099095,5.471727;Mairie;Le Village;84390;Saint-Trinit;Mairie -  Saint-Trinit
84;Vaucluse;05;5ème circonscription;003;Apt;0007;871;476;54.65;395;45.35;4;0.46;1.01;4;0.46;1.01;387;44.43;97.97;1;M;CHALENÇON;Christophe;DVD;4;0.46;1.03;84003;43.875999,5.394814;Salle des fêtes -entrée no3- a Gauche;Place Gabriel Péri;84400;Apt;Salle des fêtes -entrée no3- a Gauche -  Apt
84;Vaucluse;05;5ème circonscription;113;Saint-Martin-de-la-Brasque;0001;620;260;41.94;360;58.06;9;1.45;2.5;2;0.32;0.56;349;56.29;96.94;1;M;CHALENÇON;Christophe;DVD;2;0.32;0.5700000000000001;84113;43.769593,5.536302;Mairie - salle du conseil;6 Cours du Mont Libre;84760;Saint-Martin-de-la-Brasque;Mairie - salle du conseil -  Saint-Martin-de-la-Brasque
84;Vaucluse;05;5ème circonscription;089;Pertuis;0009;1035;542;52.37;493;47.63;4;0.39;0.81;0;0.0;0.0;489;47.25;99.19;13;F;MOREL;Véronique;DIV;2;0.19;0.41000000000000003;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;006;Auribeau;0001;67;18;26.87;49;73.13;2;2.99;4.08;0;0.0;0.0;47;70.15;95.92;7;M;REYNARD;Luc;RDG;2;2.99;4.26;84006;43.836381,5.458458;Mairie;Rue Saint Pierre;84400;Auribeau;Mairie -  Auribeau
84;Vaucluse;05;5ème circonscription;031;Carpentras;0003;852;432;50.7;420;49.3;8;0.9400000000000001;1.9;3;0.35000000000000003;0.71;409;48.0;97.38;3;F;THOMAS DE MALEVILLE;Marie;FN;100;11.74;24.45;84031;44.056646,5.051192;"Ecole Nord Mixte ""A""";Boulevard Alfred Rogier;84200;Carpentras;"Ecole Nord Mixte ""A"" -  Carpentras"
84;Vaucluse;05;5ème circonscription;089;Pertuis;0015;870;458;52.64;412;47.36;1;0.11;0.24;4;0.46;0.97;407;46.78;98.79;12;F;FOREST;Nathalie;DLF;4;0.46;0.98;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;031;Carpentras;0004;1155;584;50.56;571;49.44;7;0.61;1.23;5;0.43;0.88;559;48.4;97.9;4;F;KRAFT;Sandrine;DVD;7;0.61;1.25;84031;44.070776,5.05622;Salle polyvalente de Serres;Avenue Saint Roch;84200;Carpentras;Salle polyvalente de Serres -  Carpentras
84;Vaucluse;05;5ème circonscription;003;Apt;0004;772;486;62.95;286;37.05;3;0.39;1.05;2;0.26;0.7000000000000001;281;36.4;98.25;2;M;AUBERT;Julien;LR;66;8.55;23.49;84003;43.874984,5.395975;Ecole maternelle La Ruche- Salle de classe;Rue Gambetta;84400;Apt;Ecole maternelle La Ruche- Salle de classe -  Apt
84;Vaucluse;05;5ème circonscription;030;Caromb;0002;917;408;44.49;509;55.51;2;0.22;0.39;0;0.0;0.0;507;55.29;99.61;11;M;VIARD;Jean;REM;157;17.12;30.97;84030;44.111059,5.106256;Salle socio-culturelle;Avenue du Grand Jardin;84330;Caromb;Salle socio-culturelle -  Caromb
84;Vaucluse;05;5ème circonscription;122;Sarrians;0001;874;489;55.95;385;44.05;4;0.46;1.04;4;0.46;1.04;377;43.14;97.92;8;M;CHOTARD;Stéphane;FI;42;4.8100000000000005;11.14;84122;44.08009,4.976618;Salle des Fêtes frédéric Mistral;178,Avenue de la Camargue;84260;Sarrians;Salle des Fêtes frédéric Mistral -  Sarrians
84;Vaucluse;05;5ème circonscription;030;Caromb;0001;868;414;47.7;454;52.3;4;0.46;0.88;1;0.12;0.22;449;51.73;98.9;6;M;PIERINI;Lucien;EXG;4;0.46;0.89;84030;44.111059,5.106256;Salle socio-culturelle;Avenue du Grand Jardin;84330;Caromb;Salle socio-culturelle -  Caromb
84;Vaucluse;05;5ème circonscription;031;Carpentras;0011;1002;616;61.48;386;38.52;6;0.6000000000000001;1.55;2;0.2;0.52;378;37.72;97.93;11;M;VIARD;Jean;REM;100;9.98;26.46;84031;44.055723,5.037289;Ecole Primaire La Quintine;Rue Pansier;84200;Carpentras;Ecole Primaire La Quintine -  Carpentras
84;Vaucluse;05;5ème circonscription;003;Apt;0005;771;510;66.15;261;33.85;7;0.91;2.68;2;0.26;0.77;252;32.68;96.55;10;F;KADLER;Marie-Christine;ECO;8;1.04;3.17;84003;43.874984,5.395975;Ecole maternelle La Ruche- Salle de Jeux - entrée droite;Rue Gambetta;84400;Apt;Ecole maternelle La Ruche- Salle de Jeux - entrée droite -  Apt
84;Vaucluse;05;5ème circonscription;105;Saignon;0001;822;350;42.58;472;57.42;7;0.85;1.48;1;0.12;0.21;464;56.45;98.31;1;M;CHALENÇON;Christophe;DVD;1;0.12;0.22;84105;43.862394,5.429887;Mairie - salle du conseil;Place de l'église;84400;Saignon;Mairie - salle du conseil -  Saignon
84;Vaucluse;05;5ème circonscription;003;Apt;0001;930;518;55.7;412;44.3;10;1.08;2.43;4;0.43;0.97;398;42.8;96.6;11;M;VIARD;Jean;REM;112;12.04;28.14;84003;43.875999,5.394814;Salle des fêtes- Entrée no1 a gauche;Place Gabriel Péri;84400;Apt;Salle des fêtes- Entrée no1 a gauche -  Apt
84;Vaucluse;05;5ème circonscription;105;Saignon;0001;822;350;42.58;472;57.42;7;0.85;1.48;1;0.12;0.21;464;56.45;98.31;6;M;PIERINI;Lucien;EXG;0;0.0;0.0;84105;43.862394,5.429887;Mairie - salle du conseil;Place de l'église;84400;Saignon;Mairie - salle du conseil -  Saignon
84;Vaucluse;05;5ème circonscription;031;Carpentras;0003;852;432;50.7;420;49.3;8;0.9400000000000001;1.9;3;0.35000000000000003;0.71;409;48.0;97.38;4;F;KRAFT;Sandrine;DVD;5;0.59;1.22;84031;44.056646,5.051192;"Ecole Nord Mixte ""A""";Boulevard Alfred Rogier;84200;Carpentras;"Ecole Nord Mixte ""A"" -  Carpentras"
84;Vaucluse;05;5ème circonscription;067;Loriol-du-Comtat;0001;979;517;52.81;462;47.19;5;0.51;1.08;4;0.41000000000000003;0.87;453;46.27;98.05;11;M;VIARD;Jean;REM;157;16.04;34.66;84067;44.07664,5.001173;Salle des fêtes;Le Village;84870;Loriol-du-Comtat;Salle des fêtes -  Loriol-du-Comtat
84;Vaucluse;05;5ème circonscription;004;Aubignan;0003;937;507;54.11;430;45.89;1;0.11;0.23;13;1.3900000000000001;3.02;416;44.4;96.74;10;F;KADLER;Marie-Christine;ECO;10;1.07;2.4;84004;44.099223,5.015339;Salle polyvalente;225 Avenue Jean Henri Fabre;84810;Aubignan;Salle polyvalente -  Aubignan
84;Vaucluse;05;5ème circonscription;031;Carpentras;0001;620;406;65.48;214;34.52;3;0.48;1.4;5;0.81;2.34;206;33.23;96.26;2;M;AUBERT;Julien;LR;29;4.68;14.08;84031;44.055484,5.048656;Hôtel de ville;Place Maurice Charretier;84200;Carpentras;Hôtel de ville -  Carpentras
84;Vaucluse;05;5ème circonscription;118;Saint-Saturnin-lès-Apt;0001;700;295;42.14;405;57.86;4;0.5700000000000001;0.99;0;0.0;0.0;401;57.29;99.01;7;M;REYNARD;Luc;RDG;8;1.1400000000000001;2.0;84118;43.943996,5.383472;Mairie;9 place de la mairie;84490;Saint-Saturnin-lès-Apt;Mairie -  Saint-Saturnin-lès-Apt
84;Vaucluse;05;5ème circonscription;105;Saignon;0001;822;350;42.58;472;57.42;7;0.85;1.48;1;0.12;0.21;464;56.45;98.31;10;F;KADLER;Marie-Christine;ECO;31;3.77;6.68;84105;43.862394,5.429887;Mairie - salle du conseil;Place de l'église;84400;Saignon;Mairie - salle du conseil -  Saignon
84;Vaucluse;05;5ème circonscription;112;Saint-Martin-de-Castillon;0001;611;282;46.15;329;53.85;4;0.65;1.22;3;0.49;0.91;322;52.7;97.87;5;M;LECELLIER;Cédric;DVG;3;0.49;0.93;84112;43.859361,5.51052;Mairie;Place de la poste;84750;Saint-Martin-de-Castillon;Mairie -  Saint-Martin-de-Castillon
84;Vaucluse;05;5ème circonscription;076;Mirabeau;0001;1015;413;40.69;602;59.31;7;0.6900000000000001;1.16;3;0.30000000000000004;0.5;592;58.33;98.34;10;F;KADLER;Marie-Christine;ECO;18;1.77;3.04;84076;43.705128,5.656601;Mairie - salle du conseil municipal;8,Rue de la Mairie;84120;Mirabeau;Mairie - salle du conseil municipal -  Mirabeau
84;Vaucluse;05;5ème circonscription;031;Carpentras;0001;620;406;65.48;214;34.52;3;0.48;1.4;5;0.81;2.34;206;33.23;96.26;12;F;FOREST;Nathalie;DLF;0;0.0;0.0;84031;44.055484,5.048656;Hôtel de ville;Place Maurice Charretier;84200;Carpentras;Hôtel de ville -  Carpentras
84;Vaucluse;05;5ème circonscription;144;Viens;0001;482;194;40.25;288;59.75;6;1.24;2.08;1;0.21;0.35000000000000003;281;58.3;97.57;5;M;LECELLIER;Cédric;DVG;6;1.24;2.14;84144;43.894217,5.565414;Salle des fêtes;Avenue Gilbert Bonnefoy-quartier les Blaquiéres;84750;Viens;Salle des fêtes -  Viens
84;Vaucluse;05;5ème circonscription;051;Goult;0001;933;371;39.76;562;60.24;16;1.71;2.85;3;0.32;0.53;543;58.2;96.62;6;M;PIERINI;Lucien;EXG;8;0.86;1.47;84051;43.862024,5.246074;Mairie;31 ,Place Jean Moulin;84220;Goult;Mairie -  Goult
84;Vaucluse;05;5ème circonscription;031;Carpentras;0011;1002;616;61.48;386;38.52;6;0.6000000000000001;1.55;2;0.2;0.52;378;37.72;97.93;1;M;CHALENÇON;Christophe;DVD;3;0.30000000000000004;0.79;84031;44.055723,5.037289;Ecole Primaire La Quintine;Rue Pansier;84200;Carpentras;Ecole Primaire La Quintine -  Carpentras
84;Vaucluse;05;5ème circonscription;107;Saint-Christol;0001;468;228;48.72;240;51.28;8;1.71;3.33;3;0.64;1.25;229;48.93;95.42;8;M;CHOTARD;Stéphane;FI;16;3.42;6.99;84107;44.029273,5.49188;Hôtel de ville;Place de la mairie;84390;Saint-Christol;Hôtel de ville -  Saint-Christol
84;Vaucluse;05;5ème circonscription;120;Saint-Trinit;0001;114;45;39.47;69;60.53;1;0.88;1.45;1;0.88;1.45;67;58.77;97.1;10;F;KADLER;Marie-Christine;ECO;0;0.0;0.0;84120;44.099095,5.471727;Mairie;Le Village;84390;Saint-Trinit;Mairie -  Saint-Trinit
84;Vaucluse;05;5ème circonscription;122;Sarrians;0003;938;476;50.75;462;49.25;16;1.71;3.46;5;0.53;1.08;441;47.01;95.45;7;M;REYNARD;Luc;RDG;12;1.28;2.719999999999999;84122;44.08009,4.976618;Salle des Fêtes frédéric Mistral;178,Avenue de la Camargue;84260;Sarrians;Salle des Fêtes frédéric Mistral -  Sarrians
84;Vaucluse;05;5ème circonscription;003;Apt;0004;772;486;62.95;286;37.05;3;0.39;1.05;2;0.26;0.7000000000000001;281;36.4;98.25;1;M;CHALENÇON;Christophe;DVD;0;0.0;0.0;84003;43.874984,5.395975;Ecole maternelle La Ruche- Salle de classe;Rue Gambetta;84400;Apt;Ecole maternelle La Ruche- Salle de classe -  Apt
84;Vaucluse;05;5ème circonscription;010;La Bastidonne;0001;647;298;46.06;349;53.94;1;0.15;0.29;1;0.15;0.29;347;53.63;99.43;7;M;REYNARD;Luc;RDG;9;1.3900000000000001;2.59;84010;43.700244,5.567755;Salle des Ferrages( coté Mairie);Rue des Ferrages;84120;La Bastidonne;Salle des Ferrages( coté Mairie) -  La Bastidonne
84;Vaucluse;05;5ème circonscription;089;Pertuis;0006;930;497;53.44;433;46.56;5;0.54;1.15;5;0.54;1.15;423;45.48;97.69;6;M;PIERINI;Lucien;EXG;1;0.11;0.24;84089;43.695607,5.495982;Ecole Primaire Henri Crevat;Boulevard Jean Guigues;84120;Pertuis;Ecole Primaire Henri Crevat -  Pertuis
84;Vaucluse;05;5ème circonscription;151;Vitrolles-en-Lubéron;0001;171;70;40.94;101;59.06;4;2.34;3.96;0;0.0;0.0;97;56.73;96.04;7;M;REYNARD;Luc;RDG;0;0.0;0.0;84151;43.811185,5.595192;Mairie - salle du conseil municipal;Rue de la mairie;84240;Vitrolles-en-Lubéron;Mairie - salle du conseil municipal -  Vitrolles-en-Lubéron
84;Vaucluse;05;5ème circonscription;107;Saint-Christol;0001;468;228;48.72;240;51.28;8;1.71;3.33;3;0.64;1.25;229;48.93;95.42;13;F;MOREL;Véronique;DIV;1;0.21;0.44;84107;44.029273,5.49188;Hôtel de ville;Place de la mairie;84390;Saint-Christol;Hôtel de ville -  Saint-Christol
84;Vaucluse;05;5ème circonscription;031;Carpentras;0004;1155;584;50.56;571;49.44;7;0.61;1.23;5;0.43;0.88;559;48.4;97.9;3;F;THOMAS DE MALEVILLE;Marie;FN;156;13.51;27.91;84031;44.070776,5.05622;Salle polyvalente de Serres;Avenue Saint Roch;84200;Carpentras;Salle polyvalente de Serres -  Carpentras
84;Vaucluse;05;5ème circonscription;050;Gordes;0002;661;246;37.22;415;62.78;7;1.06;1.69;2;0.30000000000000004;0.48;406;61.42;97.83;8;M;CHOTARD;Stéphane;FI;30;4.54;7.39;84050;43.886911,5.169458;"Ecole maternelle ""la Borie""";Les Imberts;84220;Gordes;"Ecole maternelle ""la Borie"" -  Gordes"
84;Vaucluse;05;5ème circonscription;052;Grambois;0001;984;449;45.63;535;54.37;8;0.81;1.5;3;0.30000000000000004;0.56;524;53.25;97.94;10;F;KADLER;Marie-Christine;ECO;21;2.13;4.01;84052;43.762588,5.589066;Mairie - salle du conseil municipal;2,place de la mairie;84240;Grambois;Mairie - salle du conseil municipal -  Grambois
84;Vaucluse;05;5ème circonscription;032;Caseneuve;0001;383;153;39.95;230;60.05;2;0.52;0.87;3;0.78;1.3;225;58.75;97.83;11;M;VIARD;Jean;REM;65;16.97;28.89;84032;43.886717,5.484857;Mairie;Place de la mairie;84750;Caseneuve;Mairie -  Caseneuve
84;Vaucluse;05;5ème circonscription;017;Bédoin;0002;884;330;37.33;554;62.67;4;0.45;0.72;5;0.5700000000000001;0.9;545;61.65;98.38;11;M;VIARD;Jean;REM;104;11.76;19.08;84017;44.124824,5.214435;Centre culturel;100 Place de la Vigneronne;84410;Bédoin;Centre culturel -  Bédoin
84;Vaucluse;05;5ème circonscription;120;Saint-Trinit;0001;114;45;39.47;69;60.53;1;0.88;1.45;1;0.88;1.45;67;58.77;97.1;8;M;CHOTARD;Stéphane;FI;4;3.51;5.97;84120;44.099095,5.471727;Mairie;Le Village;84390;Saint-Trinit;Mairie -  Saint-Trinit
84;Vaucluse;05;5ème circonscription;051;Goult;0001;933;371;39.76;562;60.24;16;1.71;2.85;3;0.32;0.53;543;58.2;96.62;2;M;AUBERT;Julien;LR;139;14.9;25.6;84051;43.862024,5.246074;Mairie;31 ,Place Jean Moulin;84220;Goult;Mairie -  Goult
84;Vaucluse;05;5ème circonscription;120;Saint-Trinit;0001;114;45;39.47;69;60.53;1;0.88;1.45;1;0.88;1.45;67;58.77;97.1;9;F;DAURES;Anne;ECO;2;1.75;2.99;84120;44.099095,5.471727;Mairie;Le Village;84390;Saint-Trinit;Mairie -  Saint-Trinit
84;Vaucluse;05;5ème circonscription;089;Pertuis;0001;873;546;62.54;327;37.46;7;0.8;2.14;1;0.11;0.31;319;36.54;97.55;2;M;AUBERT;Julien;LR;47;5.38;14.73;84089;43.692084,5.500762;Ecole primaire Albert Camus;Rue Giraud;84120;Pertuis;Ecole primaire Albert Camus -  Pertuis
84;Vaucluse;05;5ème circonscription;109;Saint-Hippolyte-le-Graveyron;0001;170;53;31.18;117;68.82;1;0.59;0.85;2;1.18;1.71;114;67.06;97.44;2;M;AUBERT;Julien;LR;39;22.94;34.21;84109;44.122694,5.074621;Mairie;1,route de Caromb;84330;Saint-Hippolyte-le-Graveyron;Mairie -  Saint-Hippolyte-le-Graveyron
84;Vaucluse;05;5ème circonscription;046;Flassan;0001;363;128;35.26;235;64.74;3;0.8300000000000001;1.28;3;0.8300000000000001;1.28;229;63.09;97.45;4;F;KRAFT;Sandrine;DVD;1;0.28;0.44;84046;44.099112,5.241669;Ecole;103,Le nouveau cours;84410;Flassan;Ecole -  Flassan
84;Vaucluse;05;5ème circonscription;067;Loriol-du-Comtat;0001;979;517;52.81;462;47.19;5;0.51;1.08;4;0.41000000000000003;0.87;453;46.27;98.05;10;F;KADLER;Marie-Christine;ECO;11;1.12;2.43;84067;44.07664,5.001173;Salle des fêtes;Le Village;84870;Loriol-du-Comtat;Salle des fêtes -  Loriol-du-Comtat
84;Vaucluse;05;5ème circonscription;009;La Bastide-des-Jourdans;0001;1137;572;50.31;565;49.69;4;0.35000000000000003;0.71;10;0.88;1.77;551;48.46;97.52;11;M;VIARD;Jean;REM;208;18.29;37.75;84009;43.784644,5.63319;Mairie - salle des mariages;1, cours de la République;84240;La Bastide-des-Jourdans;Mairie - salle des mariages -  La Bastide-des-Jourdans
84;Vaucluse;05;5ème circonscription;004;Aubignan;0004;1060;553;52.17;507;47.83;11;1.04;2.17;2;0.19;0.39;494;46.6;97.44;9;F;DAURES;Anne;ECO;6;0.5700000000000001;1.21;84004;44.099223,5.015339;Salle polyvalente;225 Avenue Jean Henri Fabre;84810;Aubignan;Salle polyvalente -  Aubignan
84;Vaucluse;05;5ème circonscription;123;Sault;0002;102;42;41.18;60;58.82;0;0.0;0.0;1;0.98;1.67;59;57.84;98.33;10;F;KADLER;Marie-Christine;ECO;2;1.96;3.39;84123;44.089267,5.417603;Hameau de Saint Jean(encienne ecole);Hameau de Saint Jean;84390;Sault;Hameau de Saint Jean(encienne ecole) -  Sault
84;Vaucluse;05;5ème circonscription;133;La Tour-d'Aigues;0001;1104;603;54.62;501;45.38;11;1.0;2.2;4;0.36;0.8;486;44.02;97.01;2;M;AUBERT;Julien;LR;74;6.7;15.23;84133;43.727043,5.549228;Ecole maternelle;Boulevard de la République;84240;La Tour-d'Aigues;Ecole maternelle -  La Tour-d'Aigues
84;Vaucluse;05;5ème circonscription;060;Lagarde-d'Apt;0001;36;13;36.11;23;63.89;0;0.0;0.0;0;0.0;0.0;23;63.89;100.0;12;F;FOREST;Nathalie;DLF;0;0.0;0.0;84060;43.986243,5.500015;Mairie;Le Village;84400;Lagarde-d'Apt;Mairie -  Lagarde-d'Apt
84;Vaucluse;05;5ème circonscription;031;Carpentras;0011;1002;616;61.48;386;38.52;6;0.6000000000000001;1.55;2;0.2;0.52;378;37.72;97.93;12;F;FOREST;Nathalie;DLF;9;0.9;2.38;84031;44.055723,5.037289;Ecole Primaire La Quintine;Rue Pansier;84200;Carpentras;Ecole Primaire La Quintine -  Carpentras
84;Vaucluse;05;5ème circonscription;050;Gordes;0002;661;246;37.22;415;62.78;7;1.06;1.69;2;0.30000000000000004;0.48;406;61.42;97.83;10;F;KADLER;Marie-Christine;ECO;15;2.27;3.69;84050;43.886911,5.169458;"Ecole maternelle ""la Borie""";Les Imberts;84220;Gordes;"Ecole maternelle ""la Borie"" -  Gordes"
84;Vaucluse;05;5ème circonscription;003;Apt;0009;792;372;46.97;420;53.03;7;0.88;1.67;4;0.51;0.9500000000000001;409;51.64;97.38;1;M;CHALENÇON;Christophe;DVD;0;0.0;0.0;84003;43.875999,5.394814;Salle des fêtes- entrée no4 - a droite;Place Gabriel Péri;84400;Apt;Salle des fêtes- entrée no4 - a droite -  Apt
84;Vaucluse;05;5ème circonscription;004;Aubignan;0002;970;547;56.39;423;43.61;11;1.13;2.6;1;0.1;0.24;411;42.37;97.16;1;M;CHALENÇON;Christophe;DVD;2;0.21;0.49;84004;44.099223,5.015339;Salle polyvalente;225 Avenue Jean Henri Fabre;84810;Aubignan;Salle polyvalente -  Aubignan
84;Vaucluse;05;5ème circonscription;102;Roussillon;0001;1115;509;45.65;606;54.35;5;0.45;0.8300000000000001;4;0.36;0.66;597;53.54;98.51;11;M;VIARD;Jean;REM;218;19.55;36.52;84102;48.002518,-2.096058;Centre social<;;;;
84;Vaucluse;05;5ème circonscription;031;Carpentras;0008;1139;603;52.94;536;47.06;4;0.35000000000000003;0.75;3;0.26;0.56;529;46.44;98.69;1;M;CHALENÇON;Christophe;DVD;2;0.18;0.38;84031;44.064979,5.052566;Restaurant scolaire;Rue André de Richaud;84200;Carpentras;Restaurant scolaire -  Carpentras
84;Vaucluse;05;5ème circonscription;075;Méthamis;0001;351;161;45.87;190;54.13;5;1.42;2.63;0;0.0;0.0;185;52.71;97.37;5;M;LECELLIER;Cédric;DVG;0;0.0;0.0;84075;44.01365,5.220549;Salle communale;Haut du Village;84570;Méthamis;Salle communale -  Méthamis
84;Vaucluse;05;5ème circonscription;123;Sault;0001;942;352;37.37;590;62.63;20;2.12;3.39;4;0.42;0.68;566;60.08;95.93;9;F;DAURES;Anne;ECO;5;0.53;0.88;84123;44.091912,5.40831;Hôtel de ville;Place du marché;84390;Sault;Hôtel de ville -  Sault
84;Vaucluse;05;5ème circonscription;017;Bédoin;0003;817;330;40.39;487;59.61;10;1.22;2.05;0;0.0;0.0;477;58.38;97.95;6;M;PIERINI;Lucien;EXG;3;0.37;0.63;84017;44.124824,5.214435;Centre culturel;100 Place de la Vigneronne;84410;Bédoin;Centre culturel -  Bédoin
84;Vaucluse;05;5ème circonscription;048;Gignac;0001;73;27;36.99;46;63.01;0;0.0;0.0;0;0.0;0.0;46;63.01;100.0;1;M;CHALENÇON;Christophe;DVD;0;0.0;0.0;84048;43.919127,5.527085;Mairie;Placeto;84400;Gignac;Mairie -  Gignac
84;Vaucluse;05;5ème circonscription;032;Caseneuve;0001;383;153;39.95;230;60.05;2;0.52;0.87;3;0.78;1.3;225;58.75;97.83;2;M;AUBERT;Julien;LR;71;18.54;31.56;84032;43.886717,5.484857;Mairie;Place de la mairie;84750;Caseneuve;Mairie -  Caseneuve
84;Vaucluse;05;5ème circonscription;133;La Tour-d'Aigues;0003;1068;492;46.07;576;53.93;13;1.22;2.26;2;0.19;0.35000000000000003;561;52.53;97.4;2;M;AUBERT;Julien;LR;113;10.58;20.14;84133;43.727043,5.549228;Ecole maternelle;Boulevard de la République;84240;La Tour-d'Aigues;Ecole maternelle -  La Tour-d'Aigues
84;Vaucluse;05;5ème circonscription;031;Carpentras;0010;853;512;60.02;341;39.98;11;1.29;3.23;7;0.8200000000000001;2.05;323;37.87;94.72;5;M;LECELLIER;Cédric;DVG;4;0.47000000000000003;1.24;84031;44.055723,5.037289;Ecole Primaire La Quintine;Rue Pansier;84200;Carpentras;Ecole Primaire La Quintine -  Carpentras
84;Vaucluse;05;5ème circonscription;031;Carpentras;0002;846;475;56.15;371;43.85;5;0.59;1.35;3;0.35000000000000003;0.81;363;42.91;97.84;12;F;FOREST;Nathalie;DLF;6;0.71;1.65;84031;44.056646,5.051192;"Ecole Nord Mixte ""A""";Boulevard Alfred Rogier;84200;Carpentras;"Ecole Nord Mixte ""A"" -  Carpentras"
84;Vaucluse;05;5ème circonscription;089;Pertuis;0008;910;492;54.07;418;45.93;9;0.99;2.15;1;0.11;0.24;408;44.84;97.61;5;M;LECELLIER;Cédric;DVG;8;0.88;1.96;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;077;Modène;0001;345;138;40.0;207;60.0;3;0.87;1.45;0;0.0;0.0;204;59.13;98.55;11;M;VIARD;Jean;REM;64;18.55;31.37;84077;44.10328,5.122992;la cure;Rue Sainte Catherine;84330;Modène;la cure -  Modène
84;Vaucluse;05;5ème circonscription;089;Pertuis;0006;930;497;53.44;433;46.56;5;0.54;1.15;5;0.54;1.15;423;45.48;97.69;10;F;KADLER;Marie-Christine;ECO;7;0.75;1.65;84089;43.695607,5.495982;Ecole Primaire Henri Crevat;Boulevard Jean Guigues;84120;Pertuis;Ecole Primaire Henri Crevat -  Pertuis
84;Vaucluse;05;5ème circonscription;144;Viens;0001;482;194;40.25;288;59.75;6;1.24;2.08;1;0.21;0.35000000000000003;281;58.3;97.57;9;F;DAURES;Anne;ECO;5;1.04;1.78;84144;43.894217,5.565414;Salle des fêtes;Avenue Gilbert Bonnefoy-quartier les Blaquiéres;84750;Viens;Salle des fêtes -  Viens
84;Vaucluse;05;5ème circonscription;066;Lioux;0001;236;111;47.03;125;52.97;1;0.42;0.8;0;0.0;0.0;124;52.54;99.2;1;M;CHALENÇON;Christophe;DVD;4;1.69;3.23;84066;43.979351,5.307678;Mairie - salle du conseil;Le Village;84220;Lioux;Mairie - salle du conseil -  Lioux
84;Vaucluse;05;5ème circonscription;003;Apt;0009;792;372;46.97;420;53.03;7;0.88;1.67;4;0.51;0.9500000000000001;409;51.64;97.38;7;M;REYNARD;Luc;RDG;7;0.88;1.71;84003;43.875999,5.394814;Salle des fêtes- entrée no4 - a droite;Place Gabriel Péri;84400;Apt;Salle des fêtes- entrée no4 - a droite -  Apt
